company_id,company_name,career_page_url,industry,grad_year
mitsubishi_corp,三菱商事,https://www.mitsubishicorp.com/jp/ja/recruit/,総合商社,27
itochu,伊藤忠商事,https://www.itochu.co.jp/ja/recruit/,総合商社,27
toyota,トヨタ自動車,https://toyota-jobs.jp/,自動車,27
sony_group,ソニーグループ,https://www.sony.co.jp/SonyInfo/Jobs/,電機メーカー,27
nomura_securities,野村證券,https://www.nomura.co.jp/recruit/,証券,27
